rxcui;nui;drugname
993681;N0000180995;BUPROPION HYDROBROMIDE 522MG 24HR TAB,SA [VA Produ
993687;N0000156961;BUPROPION HCL 100MG TAB [VA Product]
993691;N0000156960;BUPROPION HCL 75MG TAB [VA Product]
993755;N0000150595;CODEINE 12MG/ACETAMINOPHEN 120MG/5ML ELIXIR [VA Pr
993770;N0000150590;CODEINE 15MG/ACETAMINOPHEN 300MG TAB [VA Product]
993781;N0000150589;CODEINE 30MG/ACETAMINOPHEN 300MG TAB [VA Product]
993781;N0000162012;CODEINE 30MG/ACETAMINOPHEN 300MG TAB,UD [VA Produc
993804;N0000183863;GIANVI TAB,28 [VA Product]
993856;N0000181642;LACOSAMIDE 10MG/ML SOLN,ORAL [VA Product]
993890;N0000150588;CODEINE 60MG/ACETAMINOPHEN 300MG TAB [VA Product]
993924;N0000152801;CODEINE 16MG/APAP 325MG/CTM 2MG/P-EPHRINE 10MG CAP
993943;N0000155692;CODEINE 30MG/APAP 325MG/BUTALBITAL 50MG/CAFN 40MG 
993954;N0000161246;BUPROPION HCL (ZYBAN) 150MG TAB,SA [VA Product]
993954;N0000161079;BUPROPION HCL (ZYBAN) 150MG TAB,SA,PACK,60 [VA Pro
994005;N0000181799;ESOMEPRAZOLE MAGNESIUM 20MG/NAPROXEN 375MG TAB,EC 
994008;N0000181800;ESOMEPRAZOLE MAGNESIUM 20MG/NAPROXEN 500MG TAB,EC 
994008;N0000181801;ESOMEPRAZOLE MAGNESIUM 20MG/NAPROXEN 500MG TAB,EC,
994059;N0000150592;CODEINE 30MG/ACETAMINOPHEN 650MG TAB [VA Product]
994194;N0000180940;DIPHENHYDRAMINE/LIDOCAINE/NYSTATIN
994202;N0000181722;ESOMEPRAZOLE/NAPROXEN
994203;N0000181313;DIENOGEST/ESTRADIOL
994226;N0000152892;CODEINE 16MG/ASA 325MG/CARISOPRODOL 200MG TAB [VA 
994237;N0000154471;CODEINE 30MG/ASA 325MG/BUTALBITAL 50MG/CAFN 40MG C
994438;N0000023250;CALCIUM AMINO ACID CHELATE
994496;N0000153048;PHENDIMETRAZINE HCL 30MG CAP,SA [VA Product]
994499;N0000153050;PHENDIMETRAZINE TARTRATE 35MG CAP,SA [VA Product]
994500;N0000153047;PHENDIMETRAZINE TARTRATE 35MG TAB,SA [VA Product]
994502;N0000153049;PHENDIMETRAZINE HCL 37.5MG TAB,SA [VA Product]
994521;N0000154703;ORPHENADRINE CITRATE 100MG TAB,SA [VA Product]
994528;N0000154707;ASA 385MG/CAFN 30MG/ORPHENADRINE CITRATE 25MG TAB 
994535;N0000154708;ASA 770MG/CAFN 60MG/ORPHENADRINE CITRATE 50MG TAB 
994541;N0000154704;ORPHENADRINE CITRATE 30MG/ML INJ [VA Product]
994796;N0000157541;PANTOTHENIC ACID 100MG TAB [VA Product]
994808;N0000023484;RIVASTIGMINE TARTRATE
994824;N0000154702;ORPHENADRINE HCL 50MG TAB [VA Product]
994841;N0000154705;ORPHENADRINE CITRATE 100MG TAB [VA Product]
995034;N0000152377;CODEINE 5MG/CTM 0.75MG/P-EPHRINE 2.5MG/KI 75MG/5ML
995205;N0000161837;HEPATITIS B IMMUNE GLOBULIN (NABI-HB) INJ,VIL,1ML 
995205;N0000161836;HEPATITIS B IMMUNE GLOBULIN (NABI-HB) INJ,VIL,5ML 
995218;N0000150755;HYDROXYZINE HCL 10MG TAB [VA Product]
995226;N0000152764;CODEINE 2.5MG/GUAIFENESIN 75MG/5ML LIQUID [VA Prod
995232;N0000150762;HYDROXYZINE PAMOATE 100MG CAP [VA Product]
995235;N0000150760;HYDROXYZINE HCL 100MG TAB [VA Product]
995241;N0000150759;HYDROXYZINE HCL 10MG/5ML SYRUP [VA Product]
995253;N0000150767;HYDROXYZINE HCL 25MG CAP [VA Product]
995253;N0000150764;HYDROXYZINE PAMOATE 25MG CAP [VA Product]
995253;N0000161833;HYDROXYZINE PAMOATE 25MG CAP,UD [VA Product]
995258;N0000150756;HYDROXYZINE HCL 25MG TAB [VA Product]
995258;N0000161716;HYDROXYZINE HCL 25MG TAB,UD [VA Product]
995258;N0000150765;HYDROXYZINE PAMOATE 25MG TAB [VA Product]
995270;N0000150758;HYDROXYZINE HCL 25MG/ML INJ [VA Product]
995274;N0000150763;HYDROXYZINE PAMOATE 25MG/5ML SUSP [VA Product]
995278;N0000150766;HYDROXYZINE HCL 50MG CAP [VA Product]
995278;N0000150761;HYDROXYZINE PAMOATE 50MG CAP [VA Product]
995278;N0000164227;HYDROXYZINE PAMOATE 50MG CAP,UD [VA Product]
995281;N0000150754;HYDROXYZINE HCL 50MG TAB [VA Product]
995285;N0000150757;HYDROXYZINE HCL 50MG/ML INJ [VA Product]
995285;N0000150771;HYDROXYZINE HCL 50MG/ML INJ,CARPUJECT,2ML [VA Prod
995426;N0000150769;HYDROXYZINE HCL 25MG/ML INJ,CARPUJECT,1ML [VA Prod
995427;N0000150770;HYDROXYZINE HCL 50MG/ML INJ,CARPUJECT,1ML [VA Prod
995433;N0000150768;HYDROXYZINE HCL 100MG/ML INJ [VA Product]
995450;N0000152765;CODEINE 10MG/GUAIFENESIN 300MG TAB [VA Product]
995505;N0000168424;Tylosin [Chemical/Ingredient]
995567;N0000153099;EPHEDRINE 18.75MG/HYDROXYZINE 7.5MG/THEOPHYLLINE 9
995576;N0000153098;EPHEDRINE 25MG/HYDROXYZINE 10MG/THEOPHYLLINE 130MG
995591;N0000153100;HYDROXYZINE HCL 10MG/PENTAERYTHRITOL TETRANITRATE 
995599;N0000150900;ETHAMBUTOL HCL 100MG TAB [VA Product]
995607;N0000150901;ETHAMBUTOL HCL 400MG TAB [VA Product]
995615;N0000156249;FERROUS SULFATE 90MG/5ML SYRUP [VA Product]
995624;N0000150602;MECLIZINE HCL 12.5MG TAB [VA Product]
995624;N0000161762;MECLIZINE HCL 12.5MG TAB,UD [VA Product]
995632;N0000150604;MECLIZINE HCL 25MG TAB,CHEWABLE [VA Product]
995666;N0000150603;MECLIZINE HCL 25MG TAB [VA Product]
995666;N0000161763;MECLIZINE HCL 25MG TAB,UD [VA Product]
995682;N0000150608;MECLIZINE HCL 30MG TAB [VA Product]
995686;N0000150605;MECLIZINE HCL 50MG TAB [VA Product]
995765;N0000150606;MECLIZINE HCL 15MG CAP [VA Product]
995766;N0000150609;MECLIZINE HCL 25MG CAP [VA Product]
995767;N0000150607;MECLIZINE HCL 30MG CAP [VA Product]
995828;N0000151910;CODEINE 10MG/GG 200MG/P-PROPANOL 12.5MG/5ML LIQUID
995868;N0000152766;CODEINE 10MG/GUAIFENESIN 100MG/5ML (SF & AF) LIQUI
995868;N0000152763;CODEINE 10MG/GUAIFENESIN 100MG/5ML LIQUID [VA Prod
995868;N0000152762;CODEINE 10MG/GUAIFENESIN 100MG/5ML SYRUP [VA Produ
995983;N0000152701;CODEINE 10MG/GG 100MG/PSEUDEFED 30MG/5ML (SF) LIQU
995983;N0000152700;CODEINE 10MG/GG 100MG/PSEUDEFED 30MG/5ML LIQUID [V
995983;N0000152698;CODEINE 10MG/GG 100MG/PSEUDEFED 30MG/5ML SYRUP [VA
996051;N0000181529;CABAZITAXEL
996087;N0000155954;DIPIVEFRIN HCL 0.1% SOLN,OPH [VA Product]
996097;N0000181647;DUTASTERIDE 0.5MG/TAMSULOSIN HCL 0.4MG CAP [VA Pro
996105;N0000152699;CODEINE 20MG/GG 200MG/PSEUDEFED 60MG/5ML SYRUP [VA
996152;N0000157265;IDARUBICIN HCL 10MG/VIL INJ [VA Product]
996152;N0000157267;IDARUBICIN HCL 1MG/ML (PF) INJ,SOLN [VA Product]
996152;N0000157266;IDARUBICIN HCL 20MG/VIL INJ [VA Product]
996152;N0000157264;IDARUBICIN HCL 5MG/VIL INJ [VA Product]
996179;N0000183335;VARDENAFIL HCL 10MG TAB,ORAL DISINTEGRATING [VA Pr
996512;N0000177006;CODEINE 10MG/GUAIFENESIN 300MG/5ML (AF&SF) LIQUID 
996520;N0000153506;DEXTROMETHORPHAN 10MG/GUAIFENESIN 100MG/5ML (ALC-F
996520;N0000153501;DEXTROMETHORPHAN 10MG/GUAIFENESIN 100MG/5ML (SF) L
996520;N0000153494;DEXTROMETHORPHAN 10MG/GUAIFENESIN 100MG/5ML SYRUP 
996520;N0000153504;DEXTROMETHORPHAN HBR 10MG/GUAIFENESIN 100MG/5ML (S
996559;N0000177246;SOMATROPIN (GENOTROPIN) 13.8MG/VIL INJ,CARTRIDGE [
996559;N0000182437;SOMATROPIN (GENOTROPIN) 12MG/VIL INJ,CARTRIDGE [VA
996561;N0000164488;MEMANTINE HCL 10MG TAB [VA Product]
996561;N0000164606;MEMANTINE HCL 10MG TAB,UD [VA Product]
996571;N0000164487;MEMANTINE HCL 5MG TAB [VA Product]
996571;N0000164605;MEMANTINE HCL 5MG TAB,UD [VA Product]
996572;N0000164541;MEMANTINE HCL 5MG/10MG TAB TITRATION PAK,49 [VA Pr
996588;N0000156337;CODEINE 10MG/P-EPHRINE 5MG/PYRILAMINE 8.33MG/5ML S
996640;N0000154494;CODEINE 10MG/PSEUDEFED 30MG/TRIPROLIDINE 1.25MG/5M
996668;N0000152702;CODEINE 20MG/PSEUDOEPHEDRINE 60MG/5ML SYRUP [VA Pr
996728;N0000152703;CODEINE 20MG/PSEUDOEPHEDRINE 60MG CAP [VA Product]
996734;N0000148920;CODEINE PO4 5MG/ML SYRUP [VA Product]
996740;N0000177488;MEMANTINE HCL 10MG/5ML ORAL,SOLN [VA Product]
996757;N0000150617;CODEINE 10MG/P-EPHRINE 5MG/PROMETH 6.25MG/5ML LIQU
996757;N0000150616;CODEINE 10MG/P-EPHRINE 5MG/PROMETH 6.25MG/5ML SYRU
996774;N0000148924;CODEINE PO4 30MG/ML (PF) INJ,TUBEX,1ML [VA Product
996776;N0000148925;CODEINE PO4 60MG/ML (PF) INJ,TUBEX,1ML [VA Product
996777;N0000148923;CODEINE PO4 30MG/ML INJ,CARPUJECT,2ML [VA Product]
996778;N0000155631;CODEINE 15MG/APAP 150MG/ASA 180MG CAP [VA Product]
996824;N0000154453;METHYLERGONOVINE MALEATE 0.2MG TAB [VA Product]
996828;N0000154452;METHYLERGONOVINE MALEATE 0.2MG/ML INJ [VA Product]
996923;N0000181786;CLOZAPINE (FAZACLO) 200MG TAB,RAPID DISINTEGRATING
996923;N0000181785;CLOZAPINE (FAZACLO) 200MG TAB,UD,RAPID DISINTEGRAT
996958;N0000155632;CODEINE 30MG/APAP 150MG/ASA 180MG CAP [VA Product]
996965;N0000150593;CODEINE 30MG/ACETAMINOPHEN 300MG CAP [VA Product]
996966;N0000150594;CODEINE 60MG/ACETAMINOPHEN 300MG CAP [VA Product]
996968;N0000150596;CODEINE 7.5MG/ACETAMINOPHEN 300MG TAB [VA Product]
996989;N0000153635;CODEINE 15MG/AL OH 75MG/ASA 325MG/MG OH 75MG TAB [
996989;N0000153806;CODEINE 15MG/ASPIRIN 325MG TAB [VA Product]
996991;N0000153636;CODEINE 30MG/AL OH 75MG/ASA 325MG/MG OH 75MG TAB [
996991;N0000153807;CODEINE 30MG/ASPIRIN 325MG TAB [VA Product]
996994;N0000153808;CODEINE 60MG/ASPIRIN 325MG TAB [VA Product]
997003;N0000150644;CODEINE 10MG/BPM 2MG/P-PROPANOL 12.5MG/5ML SYRUP [
997005;N0000154233;CODEINE 8.4MG/CALCIUM IODIDE 152MG/5ML SYRUP [VA P
997010;N0000178117;QUININE SO4 324MG CAP [VA Product]
997157;N0000153690;QUININE SO4 260MG TAB [VA Product]
997166;N0000148914;CODEINE PO4 15MG TAB,SOLUBLE [VA Product]
997168;N0000148911;CODEINE SO4 15MG TAB,SOLUBLE [VA Product]
997170;N0000148907;CODEINE SO4 15MG TAB [VA Product]
997173;N0000148918;CODEINE PO4 15MG/ML INJ [VA Product]
997220;N0000165446;DONEPEZIL HCL 10MG,TAB RAPID DISINTEGRATING [VA Pr
997223;N0000160846;DONEPEZIL HCL 10MG TAB [VA Product]
997223;N0000161750;DONEPEZIL HCL 10MG TAB,UD [VA Product]
997226;N0000165445;DONEPEZIL HCL 5MG,TAB RAPID DISINTEGRATING [VA Pro
997229;N0000160845;DONEPEZIL HCL 5MG TAB [VA Product]
997229;N0000161708;DONEPEZIL HCL 5MG TAB,UD [VA Product]
997261;N0000181533;SIPULEUCEL-T
997264;N0000181650;SIPULEUCEL-T/LACTATED RINGERS INJ,SUSP,250ML [VA P
997284;N0000148919;CODEINE PO4 15MG/5ML SOLN,ORAL [VA Product]
997287;N0000148908;CODEINE SO4 30MG TAB [VA Product]
997287;N0000163813;CODEINE SO4 30MG TAB,UD [VA Product]
997289;N0000148921;CODEINE PO4 30MG/ML (PF) INJ [VA Product]
997289;N0000148910;CODEINE PO4 30MG/ML INJ [VA Product]
997292;N0000148913;CODEINE SO4 60MG TAB,SOLUBLE [VA Product]
997295;N0000148916;CODEINE PO4 60MG TAB,SOLUBLE [VA Product]
997296;N0000148909;CODEINE SO4 60MG TAB [VA Product]
997303;N0000148922;CODEINE PO4 60MG/ML (PF) INJ [VA Product]
997303;N0000148917;CODEINE PO4 60MG/ML INJ [VA Product]
997398;N0000152910;CODEINE 10MG/GLYCEROL,IODINATED 30MG/5ML LIQUID [V
997401;N0000149459;CODEINE 10MG/TERPIN HYDRATE 85MG/5ML ELIXIR [VA Pr
997406;N0000161028;FEXOFENADINE HCL 60MG/PSEUDOEPHEDRINE HCL 120MG TA
997415;N0000165439;FEXOFENADINE HCL 180MG/PSEUOEPHEDRINE HCL 240MG 24
997420;N0000162221;FEXOFENADINE HCL 180MG TAB [VA Product]
997482;N0000180612;FEXOFENADINE HCL 30MG,TAB,ORAL DISINTEGRATING [VA 
997488;N0000162223;FEXOFENADINE HCL 30MG TAB [VA Product]
997491;N0000177354;FEXOFENADINE HCL 6MG/ML SUSP,ORAL [VA Product]
997494;N0000160863;FEXOFENADINE HCL 60MG CAP [VA Product]
997501;N0000162224;FEXOFENADINE HCL 60MG TAB [VA Product]
997501;N0000162225;FEXOFENADINE HCL 60MG TAB,UD [VA Product]
997550;N0000162220;FEXOFENADINE HCL 120MG TAB [VA Product]
997602;N0000180302;CITICOLINE
997602;N0000170772;Cytidine Diphosphate Choline [Chemical/Ingredient]
997632;N0000149672;CEFUROXIME NA 750MG/VIL INJ [VA Product]
997653;N0000181790;NILOTINIB HCL 150MG CAP,ORAL [VA Product]
997665;N0000149602;AMPICILLIN NA 2GM/VIL INJ,ADD-VANTAGE [VA Product]
998038;N0000176109;FORMOTEROL FUMARATE DIHYDRATE
998139;N0000177451;ERTAPENEM 1GM/VIL INJ ADD-VANTAGE [VA Product]
998189;N0000182541;EVEROLIMUS 2.5MG TAB [VA Product]
998254;N0000153413;CHLORPHENIRAMINE 4MG/PSEUDOEPHEDRINE 60MG TAB [VA 
998329;N0000182328;UNDECYLENIC ACID 25% SOLN,TOP [VA Product]
998332;N0000158462;FUNGI NAIL SOLN,TOP [VA Product]
998355;N0000151119;CILASTATIN NA 500MG/IMIPENEM 500MG/VIL INJ IM [VA 
998355;N0000151120;CILASTATIN NA 750MG/IMIPENEM 750MG/VIL INJ IM [VA 
998442;N0000153323;MICONAZOLE NITRATE 2% OINT,TOP [VA Product]
998445;N0000163982;ALOE VESTA 2-N-1 ANTIFUNGAL OINT,TOP [VA Product]
998456;N0000184002;DERMAGRAN-B OINT,TOP [VA Product]
998461;N0000153318;MICONAZOLE NITRATE 2% PWDR,TOP [VA Product]
998474;N0000153317;MICONAZOLE 10MG/ML INJ [VA Product]
998483;N0000153314;MICONAZOLE NITRATE 2% CREAM,TOP [VA Product]
998493;N0000160644;BAZA CREAM/PERI-WASH II SKIN CARE PACK [VA Product
998493;N0000163640;MICONAZOLE NITRATE 2% (BAZA) CREAM,TOP [VA Product
998521;N0000153315;MICONAZOLE NITRATE 2% LOTION [VA Product]
998525;N0000177029;MICONAZOLE NITRATE 2% TINCTURE,TOP [VA Product]
998525;N0000153320;MICONAZOLE NITRATE 2%/BENZYL ALCOHOL TINCTURE,TOP 
998526;N0000155785;FUNGOID TINCTURE,TOP [VA Product]
998533;N0000153324;MICONAZOLE NITRATE 2% SPRAY,TOP [VA Product]
998540;N0000153312;MICONAZOLE NITRATE 2% CREAM,VAG [VA Product]
998544;N0000182714;MICONAZOLE NITRATE 4% CREAM,VAG [VA Product]
998548;N0000181493;MICONAZOLE 50MG TAB,BUCCAL [VA Product]
998671;N0000165564;CLONIDINE 0.1MG/24HRS PATCH [VA Product]
998675;N0000165565;CLONIDINE 0.2MG/24HRS PATCH [VA Product]
998679;N0000165566;CLONIDINE 0.3MG/24HRS PATCH [VA Product]
998685;N0000151525;ACEBUTOLOL HCL 400MG CAP [VA Product]
998689;N0000151524;ACEBUTOLOL HCL 200MG CAP [VA Product]
998707;N0000177897;APAP 325MG/CAFN 50MG/PHENYLTOLOX 20MG/SALICYLAMIDE
998740;N0000163921;DOCUSATE NA 50MG/SENNOSIDES 8.6MG TAB [VA Product]
998756;N0000156325;CIPROFLOXACIN 10MG/ML INJ IV [VA Product]
998756;N0000156327;CIPROFLOXACIN 10MG/ML INJ IV,BULK VIL 120ML [VA Pr
999419;N0000156140;ACETAMINOPHEN 500MG/PHENYLTOLXAMINE 50MG TAB [VA P
999434;N0000154365;CTM 2MG/METHSCOPOLAMINE 1.25MG/P-EPHRINE 10MG TAB,
999438;N0000022470;ALLERGENIC EXTRACT, CURVULARIA INEQUALIS
999604;N0000177037;SULFACETAMIDE NA 10%/SULFUR 1% WASH,TOP [VA Produc
999613;N0000177038;SULFACETAMIDE NA 10%/SULFUR 5% WASH,TOP [VA Produc
999638;N0000178396;OXYQUINOLINE 0.025% GEL,VAG,APPLICATOR [VA Product
999935;N0000181792;NIACIN 1000MG/SIMVASTATIN 40MG TAB,SA [VA Product]
999942;N0000181791;NIACIN 500MG/SIMVASTATIN 40MG TAB,SA [VA Product]
999967;N0000181802;AMLODIPINE 5MG/HYDROCHLOROTHIAZIDE 12.5MG/OLMESART
999986;N0000181804;AMLODIPINE 10MG/HYDROCHLOROTHIAZIDE 12.5MG/OLMESAR
999991;N0000181803;AMLODIPINE 10MG/HYDROCHLOROTHIAZIDE 25MG/OLMESARTA
999996;N0000181805;AMLODIPINE 5MG/HYDROCHLOROTHIAZIDE 12.5MG/OLMESART
1000001;N0000181806;AMLODIPINE 5MG/HYDROCHLOROTHIAZIDE 25MG/OLMESARTAN
1000013;N0000156131;ALLERGENIC EXTRACT,FOOD,WHEAT INJ [VA Product]
1000015;N0000152612;ALLERGENIC EXTRACT, GRASS, WESTERN WHEAT 10000PNU/
1000024;N0000150727;METHENAMINE MANDELATE 500MG/5ML SUSP,ORAL [VA Prod
1000024;N0000150733;METHENAMINE MANDELATE 500MG/PKG GRNL,ORAL [VA Prod
1000048;N0000150635;DOXEPIN HCL 10MG CAP [VA Product]
1000054;N0000150642;DOXEPIN HCL 10MG/ML SOLN,ORAL [VA Product]
1000058;N0000150639;DOXEPIN HCL 100MG CAP [VA Product]
1000064;N0000150641;DOXEPIN HCL 150MG CAP [VA Product]
1000070;N0000150636;DOXEPIN HCL 25MG CAP [VA Product]
1000070;N0000161709;DOXEPIN HCL 25MG CAP,UD [VA Product]
1000076;N0000150637;DOXEPIN HCL 50MG CAP [VA Product]
1000076;N0000162978;DOXEPIN HCL 50MG CAP,UD [VA Product]
1000082;N0000181719;ALCAFTADINE
1000085;N0000181807;ALCAFTADINE 0.25% SOLN,OPH [VA Product]
1000091;N0000150643;DOXEPIN HCL 5% CREAM,TOP [VA Product]
1000097;N0000150638;DOXEPIN HCL 75MG CAP [VA Product]
1000104;N0000181717;INCOBOTULINUMTOXINA
1000112;N0000146186;MEDROXYPROGESTERONE ACETATE
1000112;N0000007209;Medroxyprogesterone Acetate [Chemical/Ingredient]
1000114;N0000150521;MEDROXYPROGESTERONE ACETATE 10MG TAB [VA Product]
1000126;N0000150526;MEDROXYPROGESTERONE ACETATE 150MG/ML INJ,SUSP [VA 
1000131;N0000150525;MEDROXYPROGESTERONE ACETATE 400MG/ML INJ,SUSP [VA 
1000135;N0000150522;MEDROXYPROGESTERONE ACETATE 2.5MG TAB [VA Product]
1000141;N0000150524;MEDROXYPROGESTERONE ACETATE 5MG TAB [VA Product]
1000146;N0000145988;ESTRADIOL CYPIONATE
1000146;N0000179122;estradiol 17 beta-cypionate [Chemical/Ingredient]
1000149;N0000162769;ESTRADIOL CYP 5MG/MEDROXYPROGESTERONE ACE 25MG INJ
1000153;N0000150527;MEDROXYPROGESTERONE ACETATE 150MG/ML INJ,SUSP,SYRI
1000156;N0000176929;MEDROXYPROGESTERONE ACETATE 104MG/0.65ML SYR INJ,S
1000163;N0000155262;ALLERGENIC EXTRACT, ALTERNARIA MOLD 20000 PNU/ML I
1000373;N0000150523;MEDROXYPROGESTERONE ACETATE 100MG/ML INJ,SUSP [VA 
1000395;N0000160606;ESTROGENS,CONJUGAT 0.625MG,28TAB/MEDROXYPROGESTERO
1000405;N0000153062;NORETHINDRONE 5MG TAB [VA Product]
1000405;N0000153060;NORETHINDRONE ACETATE 5MG TAB [VA Product]
1000487;N0000160607;PREMPHASE TAB,28 PACK [VA Product]
1000491;N0000164657;PREMPRO 0.3MG/1.5MG TAB,28 PACK [VA Product]
1000492;N0000176093;RESVERATROL
1000492;N0000179228;resveratrol [Chemical/Ingredient]
1000497;N0000164590;PREMPRO 0.45MG/1.5MG TAB,28 PACK [VA Product]
1000499;N0000161080;PREMPRO 0.625MG/2.5MG TAB,28 PACK [VA Product]
1000500;N0000160609;PREMPRO 0.625MG/5MG TAB,28 PACK [VA Product]
1000556;N0000157218;FLUOROMETHOLONE 0.1%/SULFACETAMIDE NA 10% SUSP,OPH
1000577;N0000023264;CELLULOSE,MICROCRYSTALLINE
1000577;N0000179578;microcrystalline cellulose [Chemical/Ingredient]
1000581;N0000166428;Trichlorfon [Chemical/Ingredient]
1000636;N0000181518;DIMETHICONE 1.25% LOTION,TOP [VA Product]
1000638;N0000152173;PILOCARPINE HCL 4% GEL,OPH [VA Product]
1000647;N0000152176;PILOCARPINE 1% SOLN,OPH [VA Product]
1000647;N0000152163;PILOCARPINE HCL 1% SOLN,OPH [VA Product]
1000647;N0000152180;PILOCARPINE HCL 1% SOLN,OPH,1ML [VA Product]
1000647;N0000152160;PILOCARPINE NITRATE 1% SOLN,OPH [VA Product]
1000652;N0000157216;PHENYLEPHRINE HCL 0.125%/SULFACETAMIDE NA 15% SOLN
1000664;N0000152172;PILOCARPINE HCL 10% SOLN,OPH [VA Product]
1000668;N0000152164;PILOCARPINE HCL 0.25% SOLN,OPH [VA Product]
1000673;N0000152141;SULFACETAMIDE NA 10% OINT,OPH [VA Product]
1000859;N0000177040;SULFACETAMIDE NA 10%/SULFUR 4% WASH,TOP [VA Produc
1000862;N0000152177;PILOCARPINE 2% SOLN,OPH [VA Product]
1000862;N0000152166;PILOCARPINE HCL 2% SOLN,OPH [VA Product]
1000862;N0000152181;PILOCARPINE HCL 2% SOLN,OPH,1ML [VA Product]
1000862;N0000152161;PILOCARPINE NITRATE 2% SOLN,OPH [VA Product]
1000884;N0000152167;PILOCARPINE HCL 3% SOLN,OPH [VA Product]
1000897;N0000152178;PILOCARPINE 4% SOLN,OPH [VA Product]
1000897;N0000152168;PILOCARPINE HCL 4% SOLN,OPH [VA Product]
1000897;N0000152182;PILOCARPINE HCL 4% SOLN,OPH,1ML [VA Product]
1000913;N0000152179;PILOCARPINE HCL 5MG TAB [VA Product]
1000917;N0000152165;PILOCARPINE HCL 0.5% SOLN,OPH [VA Product]
1000933;N0000152169;PILOCARPINE HCL 5% SOLN,OPH [VA Product]
1000939;N0000152170;PILOCARPINE HCL 6% SOLN,OPH [VA Product]
1000978;N0000156912;OXYMETAZOLINE HCL 0.025% SOLN,NASAL [VA Product]
1000981;N0000156910;OXYMETAZOLINE 0.025% SOLN,OPH [VA Product]
1000987;N0000156911;OXYMETAZOLINE HCL 0.05% SOLN,NASAL [VA Product]
1000990;N0000156909;OXYMETAZOLINE HCL 0.05% SOLN,NASAL SPRAY [VA Produ
1001004;N0000176993;PILOCARPINE HCL 7.5MG TAB [VA Product]
1001014;N0000152171;PILOCARPINE HCL 8% SOLN,OPH [VA Product]
1001079;N0000155806;EPINEPHRINE BITARTRATE 1%/PILOCARPINE HCL 1% SOLN,
1001082;N0000155807;EPINEPHRINE BITARTRATE 1%/PILOCARPINE HCL 2% SOLN,
1001085;N0000155808;EPINEPHRINE BITARTRATE 1%/PILOCARPINE HCL 3% SOLN,
1001086;N0000155809;EPINEPHRINE BITARTRATE 1%/PILOCARPINE HCL 4% SOLN,
1001089;N0000155810;EPINEPHRINE BITARTRATE 1%/PILOCARPINE HCL 6% SOLN,
1001433;N0000181649;CABAZITAXEL 40MG/ML INJ,SOLN,1.5ML [VA Product]
1001472;N0000181531;DUTASTERIDE/TAMSULOSIN
1001689;N0000182028;MAGNESIUM SO4/POTASSIUM SO4/SODIUM SO4 SOLN,ORAL,K
1002293;N0000181534;FORMOTEROL/MOMETASONE
1005711;N0000152912;MEPROBAMATE 200MG/PENTAERYTHRITOL TETRANITRATE 10M
1005712;N0000155912;PENTAERYTHRITOL TETRANITRATE 10MG/PHENOBARBITAL 15
1005713;N0000154418;PENTAERYTHRITOL TETRANITRATE 10MG TAB,ORAL [VA Pro
1005819;N0000178115;SULFACETAMIDE NA 10%/SULFUR 5% PAD,TOP [VA Product
1005834;N0000164480;SULFACETAMIDE NA 10%/SULFUR 5% CREAM,TOP [VA Produ
1005853;N0000177039;SULFACETAMIDE NA 10%/SULFUR 5% FOAM,TOP [VA Produc
1005856;N0000153599;SULFACETAMIDE NA 10%/SULFUR 5% LOTION [VA Product]
1005856;N0000178116;SULFACETAMIDE NA 10%/SULFUR 5% SUSP,TOP [VA Produc
1005920;N0000181720;ULIPRISTAL ACETATE
1005921;N0000181724;ULIPRISTAL
1005924;N0000181808;ULIPRISTAL ACETATE 30MG TAB [VA Product]
1005934;N0000183311;INFLUENZA VIRUS VACCINE (SPLIT VIRUS) (PF) VIL,0.5
1006107;N0000180607;SULFACETAMIDE NA 10% WASH,TOP [VA Product]
1006120;N0000152140;SULFACETAMIDE NA 10% SOLN,OPH [VA Product]
1006120;N0000152146;SULFACETAMIDE NA 10% SOLN,OPH,1ML [VA Product]
1006120;N0000152145;SULFACETAMIDE NA 10%/METHYLCELLULOSE 0.5% SOLN,OPH
1006654;N0000167220;Amprolium [Chemical/Ingredient]
1006683;N0000165444;SULFACETAMIDE NA 10% CREAM,TOP [VA Product]
1006688;N0000152143;SULFACETAMIDE NA 10% LOTION [VA Product]
1006688;N0000184985;SULFACETAMIDE NA 10% SUSP,TOP [VA Product]
1006710;N0000152142;SULFACETAMIDE NA 15% SOLN,OPH [VA Product]
1006729;N0000152144;SULFACETAMIDE NA 30% SOLN,OPH [VA Product]
1006803;N0000181784;CLOZAPINE (FAZACLO) 150MG TAB,RAPID DISINTEGRATING
1006803;N0000181783;CLOZAPINE (FAZACLO) 150MG TAB,UD,RAPID DISINTEGRAT
1006903;N0000021222;PANCREATIN/PYRIDOXINE
1007092;N0000021895;PSYLLIUM/SENNA
1007120;N0000021160;MAGNESIUM OXIDE/PYRIDOXINE
1007143;N0000021411;BALSAM PERU/TRYPSIN
1007312;N0000184209;BENZOCAINE/GLYCERIN
1007587;N0000182839;ACETAMINOPHEN/CHLORPHENIRAMINE/DEXTROMETHORPHAN
1007809;N0000181840;MAGNESIUM SULFATE/POTASSIUM SULFATE/SODIUM SULFATE
1007892;N0000020572;METHENAMINE/SODIUM BIPHOSPHATE
1007893;N0000020413;BELLADONNA/CAFFEINE/ERGOTAMINE/PENTOBARBITAL
1008065;N0000020898;FERROUS SULFATE/FOLIC ACID
