unii	pt	rxcui	db_uri1	db_uri2	chebi	nui	nameAndRole
J30G0BPM5T	MALVA VERTICILLATA SEED						
J30IBO0LMA	BISNAFIDE DIMESYLATE						
J31043J63M	DIBUCAINE BENZOATE						
J316I9II7R	COBALTOUS ARSENATE OCTAHYDRATE						
J31IL9Z2EE	OXATOMIDE	54236.0					
J324VS633R	PD-117302						
J32Z420496	DEMBREXINE HYDROCHLORIDE						
J337CNM3CW	WITHANIA SOMNIFERA LEAF	1307587.0					
J339Q7IM54	BENORTERONE						
J33DSN8HEK	HALOPERIDOL DODECANOATE						
J33E8608YN	PEG-4 STEARATE	1312712.0					
J33FZ6OS7W	TRACHYCARPUS FORTUNEI PETIOLE						
J33H52K3OO	MORANTEL PAMOATE						
J3448GKP5W	MELITRACEN HYDROCHLORIDE						
J344NHC6VB	4-HYDROXY THALIDOMIDE						
J34MX0M30Y	3.ALPHA.-ANDROSTANEDIOL						
J3532AWK7T	4-OXO-4,5,6,7-TETRAHYDROTHIENO-(3,2-C)PYRIDINE						
J353803KRG	DA-3934						
J356A16LLK	TONAZOCINE						
J3614D61GX	CINNAMOMUM CAMPHORA RESIN	1541730.0					
J36232195E	YTTRIUM Y-90 EPRATUZUMAB TETRAXETAN						
J362B7N92A	DODECYLTIN TRICHLORIDE						
J368YCA39W	D-617 HYDROCHLORIDE						
J36Z2F065J	DI(MONOBRANCHED)LAURYL TARTRATE						
J37097X47H	JAPANESE SPINY LOBSTER WHOLE						
J372YLV23E	ALABAMA SHAD						
J37ORW9V6E	METHYL .BETA.-PHENYLGLYCIDATE						
J37V209267	DIMEFADANE HYDROCHLORIDE, CIS-						
J37VJ5709S	METHYLARSONIC ACID						
J38K126SZE	KOBE SOLE						
J38U4758MY	RUBRATOXIN B						
J3989LJY4I	5-HYDROXYCARVEDILOL, (R)-						
J39976L608	NITRITE ION	1546424.0			http://purl.obolibrary.org/obo/CHEBI_16301		
J39B52TV34	ALBENDAZOLE OXIDE				http://purl.obolibrary.org/obo/CHEBI_16959		
J3F2N27L4O	PF-1233A						
J3GYQ3401Y	N-METHYLPHENAZONIUM METHOSULFATE						
J3HB83X76Z	SPIROMUSTINE						
J3I19I491A	ON-013100						
J3I9M3715F	RUBICENE						
J3IJ5DN3JE	DICENTRINE, (+/-)-						
J3K3820U5I	POTASSIUM HEXATHIOCYANATOPLATINATE						
J3KP6487EY	D-22888						
J3L3V465XH	1-METHOXY-1-DECENE, (1E)-						
J3LKW3DVQO	SCUP, COOKED						
J3LSB2C8SO	POTASSIUM AZIDE						
J3MV6AZN38	3,6,9-TRIETHYL-3,6,9-TRIMETHYL-1,2,4,5,7,8-HEXOXONANE						
J3N2Z889QP	ROSA CANINA LEAF	1438291.0					
J3N6X3YK96	C15-23 ALKANE						
J3O020I532	ULMUS PROCERA FLOWERING TWIG	1309483.0					
J3OC7JVS54	DERMATAN SULFATE (PORCINE; 5500 MW)						
J3OL90426G	N-METHYLISOPROPYLAMINE						
J3P3IVX8OK	LOPHATHERUM GRACILE ROOT						
J3PFA318BN	TRIETHANOLAMINE COCOYL SARCOSINATE						
J3QD0LD11P	METHYL GLUCETH-20	1363572.0					
J3S205V4I2	PIPEQUALINE						
J3SLJ7D1EH	21-AMINOEPOTHILONE B						
J3TEJ405BW	ALLOPREGNANE-3.BETA.,20.ALPHA.-DIOL DIBENZOATE						
J3TO6BUQ37	CAJUPUT OIL	1309211.0					
J3TZF807X5	MALIC ACID, L-	1427053.0					
J3TZF807X5	MALIC ACID, L-	29209.0					
J3V6B79N34	SUCROSE DIPALMITATE						
J3VG2W26WZ	1'',3A-DI-EPI-PERINDOPRIL, (1''R,3AR)-						
J3W1NQQ2BZ	PEG-36 STEARATE						
J3X1FZE0U6	BIS(2-CHLOROETHYLSULFONYL)METHANE						
J3XBI00HUN	2,2',3,4,6-PENTACHLORODIPHENYL ETHER						
J3Y36BPX1R	QUINDECAMINE ACETATE ANHYDROUS						
J3Y5E6IKS3	LEVOCARNITINE HYDROCHLORIDE	1426681.0					
J3YU3MBH4Z	DISODIUM SEBACATE						
J3YYF867DV	NIMIDANE						
J3Z5SRI26Z	METHOXYPHENAMINE						
J3ZM7K5LNB	LOBELANIDINE						
J40338OKKT	ASOCAINOL						
J411KQJ8C2	DIBENZAZEPINE				http://purl.obolibrary.org/obo/CHEBI_47804		
J411UTU0HN	VIBURNUM PRUNIFOLIUM BARK	1309955.0					
J41552QKAK	DACTYLIS GLOMERATA TOP	1310152.0					
J41CSQ7QDS	ZINC	11416.0	http://www.drugbank.ca/drugs/DB01593	http://bio2rdf.org/drugbank:DB01593	http://purl.obolibrary.org/obo/CHEBI_30185		
J41NMF39I6	FRAXINUS STYLOSA WHOLE						
J41Q4S20GS	MILATAXEL						
J42298IESW	PRULIFLOXACIN						
J42942UVUN	ACETYLISONIAZID				http://purl.obolibrary.org/obo/CHEBI_7207		
J42I49MM1T	ECHIUM VULGARE WHOLE						
J4387865F3	IDPH-8261						
J43DL56H6M	FORALUMAB						
J43F4H7SXM	DAUNORUBICIN BROMOKETAL HYDROCHLORIDE						
J43FK2IA2L	HUMAN HEART VALVE						
J43ZL3WTLN	DIMETHINDENE MALEATE, (+)-						
J4562VG1V7	ZINOCONAZOLE						
J4580W867H	STANNOUS SULFIDE						
J468V64WZ1	CYCLOFENIL						
J46EK95K0P	BROMOXYNIL				http://purl.obolibrary.org/obo/CHEBI_17192		
J46EZ5JYB3	SODIUM CAPRYLYL SULFONATE						
J46WIZ61MZ	4-MORPHOLINECARBONITRILE						
J471N7T23N	LITHIUM TRI-SEC-BUTYLBOROHYDRIDE						
J4769SN11Q	PARIS POLYPHYLLA ROOT	1307586.0					
J47B2PM0R9	3-METHYLHEXAHYDROPHTHALIC ANHYDRIDE						
J47T988A5R	ACTINODAPHNINE HYDROCHLORIDE						
J48AU3I790	CORTICOTROPIN (4-10)						
J49FYF16JE	SODIUM PERSULFATE						
J49RL8EDMT	SULFAPYRAZOLE SODIUM						
J4AM5D708G	SUPROCLONE						
J4AQN88R8P	DIBUTYLTIN DICHLORIDE						
J4B095E3UN	MAGNOLIA GRANDIFLORA LEAF	1539418.0					
J4BY50FL78	CAPRYLIC/CAPRIC/SUCCINIC TRIGLYCERIDE	1356134.0					
J4CLF34O60	TICARBODINE						
J4D3K58W3Z	RABEXIMOD		http://www.drugbank.ca/drugs/DB05772	http://bio2rdf.org/drugbank:DB05772			
J4D6K0RX2G	TUNGSTIC ACID						
J4E1ZM1C11	PROPYL NONANOATE						
J4FRL97E6E	SPATHOLOBUS SUBERECTUS WHOLE						
J4G753FN2M	SPELT						
J4HAM3ZP7Y	CHEVRON TAILED GROUPER, COOKED						
J4HD64E6NY	MIKANIA GUACO TOP						
J4I3D7B014	ARGEMONE MEXICANA WHOLE	1442191.0					
J4I43H3WNF	SULFAZECIN METHANOLATE HEMIHYDRATE						
J4IP5Z9DAU	ENPROSTIL						
J4K0KB7I7Y	ACETOXON						
J4L1662YN8	GUANYLTHIOUREA OXOGLURATE						
J4L3PPG58I	MERCURIC SULFATE	1311475.0					
J4L83T8MZ5	ECHINOCHROME A						
J4LUG3IAAN	ETASULINE						
J4MLO2S35K	ROCKFISH, UNSPECIFIED						
J4N3Y41JML	2,6-DIAMINO-4,5,6,7-TETRAHYDROBENZOTHIAZOLE, (S)-						
J4N3Z35X1I	DISODIUM OLEOAMPHODIPROPIONATE						
J4OTB56YZN	1-PENTATRIACONTENE						
J4R00M814D	.BETA.-D-GLUCOPYRANOSE	1442190.0					
J4R2BY5GJT	METHYL 4-METHYLVALERATE						
J4RA8K2Q2A	ITX-5061						
J4RTJ11D16	PERSIAN GROUPER WHOLE						
J4S5M8301I	STREPTOMYCES GHANAENSIS ANTIBIOTIC COMPLEX						
J4SS654OGQ	PEG/PPG-27/14 DIMETHYL ETHER						
J4T0T1RP9Z	2-(DIETHYLAMINO)ETHYL ACRYLATE						
J4T1E9L00P	.ALPHA.-SOPHOROSE						
J4T82NDH7E	ERLOTINIB	337525.0	http://www.drugbank.ca/drugs/DB00530	http://bio2rdf.org/drugbank:DB00530	http://purl.obolibrary.org/obo/CHEBI_114785	N0000175605	Kinase Inhibitor [EPC]
J4T82NDH7E	ERLOTINIB	337525.0	http://www.drugbank.ca/drugs/DB00530	http://bio2rdf.org/drugbank:DB00530	http://purl.obolibrary.org/obo/CHEBI_114785	N0000175076	Protein Kinase Inhibitors [MoA]
J4THI5N7O2	BETHANIDINE SULFATE						
J4UI6VKL8D	JAPANESE ICEFISH, COOKED						
J4VNV64ARB	VELUSETRAG						
J4WG1JVR05	MAHONIA AQUIFOLIUM WHOLE	1423797.0					
J4WH1Y00ON	ANHALAMINE						
J4WP5YX85L	3,3',4,5,5'-PENTABROMOBIPHENYL						
J4XF5T6418	MAGNOLIA GRANDIFLORA BARK	1307581.0					
J4Z741D6O5	GENTIAN VIOLET	4778.0	http://www.drugbank.ca/drugs/DB00406	http://bio2rdf.org/drugbank:DB00406			
J4ZHN3HBTE	LIDOFLAZINE						
J50OIX95QV	METHENAMINE	6832.0			http://purl.obolibrary.org/obo/CHEBI_6824		
J516WFO3MJ	LANINAMIVIR TRIFLUOROACETATE						
J517HQ0FM4	BASIDIOBOLUS RANARUM						
J518R38LAU	BENZOYLNORECGONINE						
J51TDA8W7G	POLYGONUM SAGITTATUM						
J52LXC6DTW	SCUTELLARIA BARBATA TOP						
J52O1XOR4V	MONOPOTASSIUM GLYCEROPHOSPHATE						
J52YNO988O	1-BUTYL-3-ETHYLTHIOUREA						
J538JK1L6U	SPECKLED SCALLOP						
J53DAB8CJS	TURKEY LEG QUARTER						
J5406ZE77P	ALLIUM CANADENSE VAR. MOBILENSE WHOLE						
J542BCR0IQ	CYCLIRAMINE MALEATE						
J54PU8HR1S	TRIETHYLCHOLINE CHLORIDE						
J5554NWH79	DIMYRISTYL TARTRATE						
J55TV03FON	EURASIAN PERCH, COOKED						
J56052844H	GLYCINE HYDRIODIDE						
J566J1RZ9J	MOXASTINE TEOCLATE						
J56RKY13OV	HUMAN THYMOCYTE						
J57707EKBI	INDOPINE						
J578M57Q8Z	SANGUISORBA OFFICINALIS WHOLE	1442705.0					
J57CTF25XJ	BROPIRIMINE		http://www.drugbank.ca/drugs/DB04168	http://bio2rdf.org/drugbank:DB04168			
J57O328W4W	FLINDOKALNER						
J57T3Z22OI	DODECYLGUANIDINE TEREPHTHALATE						
J587DZQ8YB	LAUROGUADINE						
J58862DTVD	TARIQUIDAR						
J59J6VQY27	DENTICULATE LIMPET WHOLE						
J59NCR7385	TRIMETHYLSULFONIUM BROMIDE						
J59S650729	CAMELLIA JAPONICA SEEDCAKE						
J5A62A7WWF	.ALPHA.-METHYLBENZYL PROPIONATE						
J5BG3LJE33	TETRAHYDRO-2-METHYL-3-FURANTHIOL, TRANS-(+)-						
J5CN06KYNY	PLUMED SCORPIONFISH WHOLE						
J5D451347P	C14-15 PARETH-13						
J5E3W9LF7H	ROUND WHITEFISH					N0000185371	Non-Standardized Food Allergenic Extract [EPC]
J5E3W9LF7H	ROUND WHITEFISH					N0000175629	Increased Histamine Release [PE]
J5E3W9LF7H	ROUND WHITEFISH					N0000184306	Cell-mediated Immunity [PE]
J5E3W9LF7H	ROUND WHITEFISH					N0000171131	Allergens [Chemical/Ingredient]
J5E3W9LF7H	ROUND WHITEFISH					N0000007512	Dietary Proteins [Chemical/Ingredient]
J5E3W9LF7H	ROUND WHITEFISH					N0000185014	Fish Proteins, Dietary [Chemical/Ingredient]
J5ELY41W9V	5-IODONAPROXEN, (S)-						
J5G5N6R0TM	4-METHYLAMINOREX, (4S-CIS)-						
J5HKJ4560N	BOS TAURUS ESOPHAGUS	1552448.0					
J5IF4W9060	STEARYL ERUCAMIDE						
J5JJC5075J	ACACIA VICTORIAE SEED						
J5JO20R8LH	PEG/PPG-30/10 DIMETHICONE						
J5LKJ06C60	PORK LOIN RIB END						
J5M667B9AN	SUCROSE 1,6-DIPALMITATE						
J5P04QW0CF	GANODERMA LUCIDUM WHOLE						
J5P0PZD3HY	4,5-DIMETHYLPYRENE						
J5PMS063XX	(5-CHLORO-6-((6-METHYLPYRIDIN-3-YL)AMINO)PYRIDIN-3-YL)-((2R)-2-ETHYLPIPERIDIN-1-YL)METHANONE						
J5QAJ6KW0T	CYBISTAX ANTISYPHILITICA LEAF						
J5RJO46I1F	N-HYDROXY-2,4-DIMETHYLANILINE						
J5S0T2DVM5	PEG-3 DIPALMITATE						
J5S4K6TKTG	U-69593						
J5S5664RTL	BREVIBACILLUS BREVIS						
J5SP65N1HL	2,5-DIMETHOXY-4-((CYCLOPROPYLMETHYL)THIO)PHENETHYLAMINE HYDROCHLORIDE						
J5TL18A54U	GERANYLLINALOOL, (+)-						
J5U6MF22RK	TAENIA ASIATICA						
J5V49RS94S	2-(2,6-DIMETHYLPHENYL)-3,3-DIMETHYLHEXAHYDROIMIDAZO(1,5-A)PYRIDIN-1(5H)-ONE, (8AS)-						
J5VFA9V6YG	CALCIUM BEHENATE	1312385.0					
J5W1B1159C	CYCLAZOCINE						
J5W36Y5WG8	BITTER FENNEL	1372008.0					
J5W8X8IFUO	DIMADECTIN (MINOR COMPONENT)						
J5XTW55OEM	ZINC DITHIONITE						
J5ZZK9P7MX	ESFLURBIPROFEN				http://purl.obolibrary.org/obo/CHEBI_42446		
J604QC4098	AMMELIDE						
J6061U34KH	NORMORPHINE SESQUIHYDRATE						
J608944D4V	ERYNGIUM CARLINAE TOP						
J60A3JOX28	GOLDBAND FUSILIER						
J60AR2IKIC	CLOZAPINE	2626.0	http://www.drugbank.ca/drugs/DB00363	http://bio2rdf.org/drugbank:DB00363	http://purl.obolibrary.org/obo/CHEBI_3766	N0000175430	Atypical Antipsychotic [EPC]
J60FX7V025	DEXTROTHYROXINE SODIUM ANHYDROUS						
J611C3E7NE	SODIUM FLUOROACETATE F-18						
J613NI05SV	APAFANT						
J617U5X7NN	CORDYCEPS MILITARIS WHOLE						
J61BY05EGY	DROSERA ANGLICA	1338934.0					
J61IL5R964	BIS(HYDROXYETHYL) TEREPHTHALATE						
J61LF0TPV3	CYMIAZOLE HYDROCHLORIDE						
J61O53KI3R	BIGCLAW RIVER SHRIMP						
J61U32WD0Y	DECYL ARACHIDATE						
J625FJL5DX	PRT-4165						
J6292F8L3D	HALOPERIDOL	5093.0	http://www.drugbank.ca/drugs/DB00502	http://bio2rdf.org/drugbank:DB00502	http://purl.obolibrary.org/obo/CHEBI_5613	N0000180182	Typical Antipsychotic [EPC]
J62AAG7FN0	2,3,3-TRIMETHYLPENTANE						
J62NF50EHT	1,2,6,7-TETRACHLORODIBENZO-P-DIOXIN						
J6319RO09Q	2-HYDROXYETHYL N,N,N',N'-TETRAKIS(2-CHLOROETHYL)PHOSPHORODIAMIDATE						
J636CC0C64	EMETINE HYDROCHLORIDE HEPTAHYDRATE						
J64922108F	BENZENE	1311295.0					
J64J7O64HY	ECHINACIN						
J6516BOH5M	FOURBAND TRIPLETAIL, COOKED						
J651EHI78N	DEPROSTIL						
J65BV539M3	DEUTERIUM OXIDE				http://purl.obolibrary.org/obo/CHEBI_41981		
J65X53KM9E	CASSIA FISTULA FRUIT	1307589.0					
J663295D5W	ISOPROPYL TERT-BUTYL ETHER						
J66561JHCJ	STROBILURIN E						
J66B5TXA7I	DIMYRISTOYL PEROXIDE						
J670X3LRU2	PROSTAGLANDIN H2						
J6793T658K	PIRBUTEROL HYDROCHLORIDE						
J67P1A29GN	2-METHOXY-P-PHENYLENEDIAMINE SULFATE						
J689T0DVJQ	BETULA LENTA BARK						
J68H5PUV30	COPPER(II), TETRAAMINE-						
J68OM68AHC	2-PHENYLBUTYRAMIDE, (-)-						
J697UZ2A9J	IPRATROPIUM BROMIDE	203212.0			http://purl.obolibrary.org/obo/CHEBI_46659		
J69Z9UU41Z	HALOMETASONE						
J6AIY5049X	ERGOTININE						
J6ALC99FKD	.ALPHA.-DESPHENYL-.ALPHA.-CYCLOHEXENYL OXYBUTYNIN						
J6AYA4COFQ	HYGROPHYLLINE						
J6B56XB19T	IOPYDONE						
J6BD44GTPJ	ISOAMYL CYANIDE						
J6BED8187F	RHUS CHINENSIS WHOLE	1372476.0					
J6BX70AZ5I	PANDANUS AMARYLLIFOLIUS WHOLE						
J6C2S16A8K	VANILLIN PROPYLENE GLYCOL ACETAL						
J6D6912BXS	TALTOBULIN						
J6ECE44D0E	ISOCHAVIBETOL						
J6EZ667F88	N-P-NITROPHENYL XYLOSYLAMINE TRIACETATE, D-						
J6G033GY4T	AGKISTRODON PISCIVORUS WHOLE						
J6H985U0M8	2-AZETIDINECARBOXYLIC ACID, (+)-						
J6K4F9V3BA	CADMIUM CHLORIDE				http://purl.obolibrary.org/obo/CHEBI_35456		
J6M64O2I92	CARNEGINE METHYLIODIDE						
J6M6C71VVR	METHYLISOEUGENOL, (E)-						
J6QB8060IM	4-(4-CHLOROPHENYL)-1-(4-(3-ETHYL-4-FLUOROPHENYL)-4-OXOBUTYL)PIPERIDIN-4-YL DECANOATE						
J6QIF8C3SR	GLYCERYL DIACETATE 1-OLEATE						
J6T67A1P72	TETRAMETHYLTHIOUREA						
J6TGA89COP	SERGOLEXOLE						
J6TN518LGK	2,2-DIPROPYLPENTANOIC ACID						
J6U9WP10T7	ENMD-2076						
J6UJO23JGU	1-METHYLCYCLOPROPENE						
J6UQP7JHOT	FUZLOCILLIN						
J6W196LMV3	DROXICAINIDE						
J6YAY1U7B8	2-(2-CHLOROPROPIONYL)-6-CHLORO-9-ACETYLCARBAZOLE						
J6YII057A9	HEPTAMINOL 5'-ADENYLATE						
J70472UD3D	BAZEDOXIFENE ACETATE	1442171.0					
J711Q1ZGCA	M-METHOXYBENZYLISOTHIOCYANATE						
J712EO9048	TRICLOFOS						
J718M71A7A	CHLOROTHALONIL						
J719A09W1G	LORBAMATE						
J71U8QAU3Q	3'-DEOXYINOSINE						
J71Y0V5560	ISOEUGENYL ACETATE, (Z)-						
J721UJ7W09	LONGSPINE THORNYHEAD						
J72YRO1DWF	RETINOL, (13Z)-						
J735KL8O54	BUCINNAZINE						
J74213T5RP	2,4-DIMETHOXYANILINE HYDROCHLORIDE						
J744A5NTOH	J-1924						
J746OFP8TT	RED BIGEYE, COOKED						
J758K2X590	2-BUTANESULFONIC ACID						
J75FVI0GZ2	BROMUS CILIATUS POLLEN					N0000185367	Non-Standardized Pollen Allergenic Extract [EPC]
J75FVI0GZ2	BROMUS CILIATUS POLLEN					N0000175629	Increased Histamine Release [PE]
J75FVI0GZ2	BROMUS CILIATUS POLLEN					N0000184306	Cell-mediated Immunity [PE]
J75FVI0GZ2	BROMUS CILIATUS POLLEN					N0000185001	Increased IgG Production [PE]
J75FVI0GZ2	BROMUS CILIATUS POLLEN					N0000185000	Pollen [Chemical/Ingredient]
J75FVI0GZ2	BROMUS CILIATUS POLLEN					N0000171131	Allergens [Chemical/Ingredient]
J766QN40UD	PYRIDOXAL CALCIUM PHOSPHATE TRIHYDRATE						
J76IIY06UU	2,2',3,3',4,4',6-HEPTABROMOBIPHENYL						
J76U6ZSI8D	DIFLUBENZURON						
J76UF062FS	PANCURONIUM	7883.0	http://www.drugbank.ca/drugs/DB01337	http://bio2rdf.org/drugbank:DB01337		N0000175732	Neuromuscular Nondepolarizing Blockade [PE]
J76UF062FS	PANCURONIUM	7883.0	http://www.drugbank.ca/drugs/DB01337	http://bio2rdf.org/drugbank:DB01337		N0000175720	Nondepolarizing Neuromuscular Blocker [EPC]
J778U505W5	DEXTROMORAMIDE TARTRATE						
J7797T99RF	POPULUS FREMONTII WHOLE						
J77BU43MZU	5-CHLORO-4-PHENYL-1,2-DITHIOLE-3-ONE						
J77YMP09YD	CUPROUS POTASSIUM CYANIDE						
J78005WL7R	MERCUROUS NITRATE						
J783Y751CO	1,2,4,6,8-PENTACHLORODIBENZOFURAN						
J784G97VQJ	QUEEN ANGELFISH WHOLE						
J78CWK75HJ	BLUESTRIPED SNAPPER WHOLE						
J78XB9M8IR	TERT-BUTYL CUMYL PEROXIDE						
J7960S4R1T	MYRISTYL TRISILOXANE	1311638.0					
J79708CHBI	ISOCYANOTOISOPHTHALOYL CHLORIDE						
J7A92W69L7	DROXIDOPA	1489913.0	http://www.drugbank.ca/drugs/DB06262	http://bio2rdf.org/drugbank:DB06262		N0000007715	Catecholamines [Chemical/Ingredient]
J7A92W69L7	DROXIDOPA	1489913.0	http://www.drugbank.ca/drugs/DB06262	http://bio2rdf.org/drugbank:DB06262		N0000178478	Increased Blood Pressure [PE]
J7C5I8LV3G	LINALYL ACETATE, (-)-						
J7C6B5072X	ISATIS TINCTORIA SEED OIL						
J7D17VT706	ROSA ACICULARIS WHOLE						
J7D540JRQC	MALEURIC ACID						
J7DAA933PR	BLACK WALNUT SHELL						
J7DV880HGB	4-METHYLAMPHETAMINE, (-)-						
J7E73434D2	NIGAKINONE						
J7E8Q0ROAR	ENDIANDRIC ACID C						
J7I2T6IV1N	SPEARMINT	1372258.0				N0000185371	Non-Standardized Food Allergenic Extract [EPC]
J7I2T6IV1N	SPEARMINT	1372258.0				N0000175629	Increased Histamine Release [PE]
J7I2T6IV1N	SPEARMINT	1372258.0				N0000184306	Cell-mediated Immunity [PE]
J7I2T6IV1N	SPEARMINT	1372258.0				N0000185013	Food Additives [Chemical/Ingredient]
J7I2T6IV1N	SPEARMINT	1372258.0				N0000171131	Allergens [Chemical/Ingredient]
J7I2T6IV1N	SPEARMINT	1372258.0				N0000007512	Dietary Proteins [Chemical/Ingredient]
J7I2T6IV1N	SPEARMINT	901313.0				N0000185371	Non-Standardized Food Allergenic Extract [EPC]
J7I2T6IV1N	SPEARMINT	901313.0				N0000175629	Increased Histamine Release [PE]
J7I2T6IV1N	SPEARMINT	901313.0				N0000184306	Cell-mediated Immunity [PE]
J7I2T6IV1N	SPEARMINT	901313.0				N0000185013	Food Additives [Chemical/Ingredient]
J7I2T6IV1N	SPEARMINT	901313.0				N0000171131	Allergens [Chemical/Ingredient]
J7I2T6IV1N	SPEARMINT	901313.0				N0000007512	Dietary Proteins [Chemical/Ingredient]
J7I598ESCC	XYLOCOUMAROL						
J7IC72N9B0	2,4,6-TRICHLOROANILINE						
J7IH332300	CRAMBE MARITIMA WHOLE	1487085.0					
J7IHP75B01	HEPTADECYL BENZOATE						
J7IHY79BKY	CRITHMUM MARITIMUM	1372010.0					
J7IRE7H75D	SATUMOMAB						
J7JBH195K0	CHEILOCOSTUS SPECIOSUS ROOT						
J7JTC0A5D6	DESMETHYLDOXEPIN, (E)-						
J7L0ZSN36Y	AGANEPAG ETHANEDIOL						
J7M4Z2D183	AROPLATIN						
J7MT237SNW	SUCROSE, 6'-STEARATE						
J7O5WQC05M	NAKED SOLE, COOKED						
J7P3696BCQ	FUSIDATE SODIUM						
J7P36Z4900	NICERGOLINE TARTRATE						
J7P585D3ZC	BIS(TRICYCLOHEXYLPHOSPHINE)BENZYLIDENE RUTHENIUM (IV) DICHLORIDE						
J7PSW6L868	C.I. PIGMENT ORANGE 79						
J7ROT2654F	5-(1-PROPYNYL)-CYTIDINE						
J7RT0951E3	ALONACIC						
J7S0266IYC	RIBOFLAVIN 5'-ACETATE						
J7TKP1SS3G	BOESENBERGIA ROTUNDA ROOT						
J7V17Q435V	3-(CYANOMETHYL)BENZOIC ACID						
J7WWH9M8QS	SAW PALMETTO	236344.0					
J7X181M78Y	5-METHYL-2-((2-NITROPHENYL)AMINO)-3-THIOPHENECARBONITRILE						
J7YR6A878I	BRYONOLIC ACID						
J7YV2RKO6Q	DICHLORPROP						
J7Z9DBN8J0	ROLAPITANT HYDROCHLORIDE ANHYDROUS						
J80EX28SMQ	KANAMYCIN A SULFATE	1300476.0					
J80FCO23IT	16-EPI-CLOBETASOL						
J8143B5Z0E	PHOENIX CANARIENSIS LEAF						
J817S53SLC	MAGNESIUM NAPHTHENATE						
J81E81G364	EFAPROXIRAL		http://www.drugbank.ca/drugs/DB08486	http://bio2rdf.org/drugbank:DB08486			
J81RS0WDCW	ETHYL .ALPHA.-CHLOROPROPIONATE, (+)-						
J81SZ18495	EQUUS CABALLUS DANDER	852479.0				N0000185368	Non-Standardized Animal Dander Allergenic Extract [EPC]
J81SZ18495	EQUUS CABALLUS DANDER	852479.0				N0000175629	Increased Histamine Release [PE]
J81SZ18495	EQUUS CABALLUS DANDER	852479.0				N0000184306	Cell-mediated Immunity [PE]
J81SZ18495	EQUUS CABALLUS DANDER	852479.0				N0000185001	Increased IgG Production [PE]
J81SZ18495	EQUUS CABALLUS DANDER	852479.0				N0000185377	Cells, Epidermal [Chemical/Ingredient]
J81SZ18495	EQUUS CABALLUS DANDER	852479.0				N0000184998	Dander [Chemical/Ingredient]
J81SZ18495	EQUUS CABALLUS DANDER	852479.0				N0000171131	Allergens [Chemical/Ingredient]
J8211Y53EF	OTENABANT						
J824SLJ04X	THREADFIN JACK						
J82SB7FXWB	EFINACONAZOLE	1539753.0				N0000175487	Azole Antifungal [EPC]
J82SB7FXWB	EFINACONAZOLE	1539753.0				N0000008217	Azoles [Chemical/Ingredient]
J830SJ75M3	SODIUM TENUAZONATE						
J837MGR6RR	2-IODOOCTANE, (+)-						
J83G8AU70T	GANGETIC LEAFFISH WHOLE						
J8435V445B	ALICAFORSEN						
J84P40P7BV	AMETOCTRADIN						
J857C56QEU	INDACATEROL XINAFOATE						
J85F4K48Q1	ENISOPROST						
J85I78QXHX	ETHYL (2E)-2-CYANO-3-(3,4-DIHYDROXY-5-NITROPHENYL)PROP-2-ENOATE						
J85NU15E96	ASTER DIPLOSTEPHIOIDES FLOWER						
J868285TAN	ACONITUM HETEROPHYLLUM ROOT						
J86L1GUL6K	POTASSIUM SILICATE	1311377.0					
J86L7YG48F	2',4',5'-TRIBROMOFLUORESCEIN						
J86O99ZNUJ	LESSER ELECTRIC RAY WHOLE						
J86S4Z7Z64	CROCEINE CROAKER WHOLE						
J8755KGS88	TURKEY BACK, COOKED						
J87WJ3E7VW	KUKUI NUT	1307863.0					
J88097HTC1	APOREINE HYDROCHLORIDE						
J882Z73MPL	4-IODOPHENYLALANINE		http://www.drugbank.ca/drugs/DB04713	http://bio2rdf.org/drugbank:DB04713			
J882Z73MPL	4-IODOPHENYLALANINE		http://www.drugbank.ca/drugs/DB03660	http://bio2rdf.org/drugbank:DB03660			
J888K71638	NEOPENTYL GLYCOL DICAPRYLATE						
J896QS59IK	N-BENZYL-2-(2-METHOXYPHENOXY)ETHYLAMINE						
J89LM8QVEE	RITIOMETAN						
J89QT81NBQ	NB-001						
J89TKQ5R54	DODECYL ETHYLENEGLYCOL MONOETHER		http://www.drugbank.ca/drugs/DB06811	http://bio2rdf.org/drugbank:DB06811			
J8A3S10O7S	DIOXANE		http://www.drugbank.ca/drugs/DB03316	http://bio2rdf.org/drugbank:DB03316			
J8A90C3A98	SANTALUM ALBUM SEED OIL	1541711.0					
J8AO572UZW	CARBONYLCHLOROBIS(TRIPHENYLPHOSPHINE)IRIDIUM, TRANS-						
J8AY0Z4CBP	CEP-11981						
J8B1I9STQ5	GOLDEN DEEPSEA CRAB, COOKED						
J8BDZ68989	SUMATRIPTAN SUCCINATE	67158.0	http://www.drugbank.ca/drugs/DB00669	http://bio2rdf.org/drugbank:DB00669			
J8BX2116Y7	AMANITA BISPORIGERA FRUITING BODY						
J8C5W5HH18	SOYETHYL MORPHOLINIUM ETHOSULFATE	1433497.0					
J8D2GR7C62	SERINUS CANARIA WHOLE						
J8D8A92Y72	DIETHANOLAMINE 4-CHLOROPHENOXYACETATE						
J8D9175Q0G	METHYL SALICYLATE 2-ETHYLBUTYRATE						
J8DAZ3T66L	DOLICHOVESPULA MACULATA VENOM PROTEIN	1297525.0				N0000185021	Standardized Insect Venom Allergenic Extract [EPC]
